logid,ts,lat,lng,message,userid,lap,Correct Time
2090,12/05/2023 22:57,-37.8002126,144.9699034,Alert-41 A,gr2.130,2,13/05/2023 8:57
2089,12/05/2023 22:51,-37.79646691,144.9692524,Alert-33 A,gr2.130,1,13/05/2023 8:51
2088,12/05/2023 22:51,-37.79642437,144.969267,Alert-33 A,gr2.130,1,13/05/2023 8:51
2087,12/05/2023 22:50,-37.79816637,144.9702899,Alert-25 A,gr2.130,1,13/05/2023 8:50
2086,12/05/2023 22:49,-37.8002104,144.9698942,Alert-41 A,gr2.130,1,13/05/2023 8:49
2085,12/05/2023 22:42,-37.7969119,144.9691808,Alert-33 B,gr1.06,5,13/05/2023 8:42
2084,12/05/2023 22:42,-37.7964321,144.969261,Alert-33 A,gr1.06,5,13/05/2023 8:42
2083,12/05/2023 22:41,-37.7969225,144.9691791,Alert-33 B,gr3.07,5,13/05/2023 8:41
2082,12/05/2023 22:41,-37.7964703,144.9692605,Alert-33 A,gr3.07,5,13/05/2023 8:41
2081,12/05/2023 22:41,-37.7964143,144.9692705,Alert-33 A,gr3.07,5,13/05/2023 8:41
2080,12/05/2023 22:41,-37.7977815,144.970341,Alert-25 B,gr1.06,5,13/05/2023 8:41
2079,12/05/2023 22:41,-37.7978284,144.9703341,Alert-25 B,gr1.06,5,13/05/2023 8:41
2078,12/05/2023 22:41,-37.7981276,144.9702885,Alert-25 A,gr1.06,5,13/05/2023 8:41
2077,12/05/2023 22:41,-37.7990479,144.9701167,Alert-41 C,gr1.06,5,13/05/2023 8:41
2076,12/05/2023 22:41,-37.7990598,144.9701135,Alert-41 C,gr1.06,5,13/05/2023 8:41
2075,12/05/2023 22:41,-37.7990827,144.9701051,Alert-41 C,gr1.06,5,13/05/2023 8:41
2074,12/05/2023 22:40,-37.7977766,144.9703442,Alert-25 B,gr3.07,5,13/05/2023 8:40
2073,12/05/2023 22:40,-37.7978367,144.9703319,Alert-25 B,gr3.07,5,13/05/2023 8:40
2072,12/05/2023 22:40,-37.7981422,144.9702739,Alert-25 A,gr3.07,5,13/05/2023 8:40
2071,12/05/2023 22:40,-37.7990972,144.9700886,Alert-41 C,gr1.06,5,13/05/2023 8:40
2070,12/05/2023 22:40,-37.7990788,144.9701133,Alert-41 C,gr3.07,5,13/05/2023 8:40
2069,12/05/2023 22:40,-37.7995689,144.9700198,Alert-41 B,gr1.06,5,13/05/2023 8:40
2068,12/05/2023 22:40,-37.7995513,144.9700101,Alert-41 B,gr3.07,5,13/05/2023 8:40
2067,12/05/2023 22:40,-37.8001682,144.9699096,Alert-41 A,gr1.06,5,13/05/2023 8:40
2066,12/05/2023 22:40,-37.8002199,144.9699264,Alert-41 A,gr3.07,5,13/05/2023 8:40
2065,12/05/2023 22:37,-37.79645045,144.96925,Alert-33 A,gr3.01,4,13/05/2023 8:37
2064,12/05/2023 22:37,-37.79639979,144.9692597,Alert-33 A,gr3.01,4,13/05/2023 8:37
2063,12/05/2023 22:37,-37.7964413,144.9692294,Alert-33 A,gr3.07,4,13/05/2023 8:37
2062,12/05/2023 22:36,-37.79816806,144.9703258,Alert-25 A,gr3.01,4,13/05/2023 8:36
2061,12/05/2023 22:36,-37.7981887,144.9702915,Alert-25 A,gr3.07,4,13/05/2023 8:36
2060,12/05/2023 22:35,-37.8001862,144.9698969,Alert-41 A,gr3.01,4,13/05/2023 8:35
2059,12/05/2023 22:32,-37.7969414,144.9691704,Alert-33 B,gr1.02,3,13/05/2023 8:32
2058,12/05/2023 22:32,-37.7968984,144.9691776,Alert-33 B,gr1.02,3,13/05/2023 8:32
2057,12/05/2023 22:31,-37.7964217,144.9692657,Alert-33 A,gr1.02,3,13/05/2023 8:31
2056,12/05/2023 22:31,-37.7969178,144.9691839,Alert-33 B,gr1.06,3,13/05/2023 8:31
2055,12/05/2023 22:31,-37.7964548,144.9692614,Alert-33 A,gr1.06,3,13/05/2023 8:31
2054,12/05/2023 22:31,-37.7964008,144.9692676,Alert-33 A,gr1.06,3,13/05/2023 8:31
2053,12/05/2023 22:31,-37.7978181,144.9703577,Alert-25 B,gr1.02,3,13/05/2023 8:31
2052,12/05/2023 22:31,-37.7981462,144.9703129,Alert-25 A,gr1.02,3,13/05/2023 8:31
2051,12/05/2023 22:30,-37.799049,144.9701643,Alert-41 C,gr1.02,3,13/05/2023 8:30
2050,12/05/2023 22:30,-37.7995813,144.9700505,Alert-41 B,gr1.02,3,13/05/2023 8:30
2049,12/05/2023 22:30,-37.8002176,144.9699288,Alert-41 A,gr1.02,3,13/05/2023 8:30
2048,12/05/2023 22:30,-37.7977914,144.9703362,Alert-25 B,gr1.06,3,13/05/2023 8:30
2047,12/05/2023 22:30,-37.7978334,144.9703275,Alert-25 B,gr1.06,3,13/05/2023 8:30
2046,12/05/2023 22:30,-37.798191,144.9702685,Alert-25 A,gr1.06,3,13/05/2023 8:30
2045,12/05/2023 22:29,-37.7990548,144.9701028,Alert-41 C,gr1.06,3,13/05/2023 8:29
2044,12/05/2023 22:29,-37.7995766,144.970015,Alert-41 B,gr1.06,3,13/05/2023 8:29
2043,12/05/2023 22:29,-37.8001736,144.9699104,Alert-41 A,gr1.06,3,13/05/2023 8:29
2042,12/05/2023 22:26,-37.7964517,144.9692578,Alert-33 A,gr1.02,2,13/05/2023 8:26
2041,12/05/2023 22:26,-37.7964075,144.9692674,Alert-33 A,gr1.02,2,13/05/2023 8:26
2040,12/05/2023 22:26,-37.7964716,144.9692588,Alert-33 A,gr1.06,2,13/05/2023 8:26
2039,12/05/2023 22:26,-37.7964112,144.9692695,Alert-33 A,gr1.06,2,13/05/2023 8:26
2038,12/05/2023 22:25,-37.7981541,144.970305,Alert-25 A,gr1.02,2,13/05/2023 8:25
2037,12/05/2023 22:25,-37.800194,144.9699314,Alert-41 A,gr1.02,2,13/05/2023 8:25
2036,12/05/2023 22:25,-37.7981354,144.9702766,Alert-25 A,gr1.06,2,13/05/2023 8:25
2035,12/05/2023 22:25,-37.798183,144.9702706,Alert-25 A,gr1.06,2,13/05/2023 8:25
2034,12/05/2023 22:24,-37.8002007,144.9699121,Alert-41 A,gr1.06,2,13/05/2023 8:24
2033,12/05/2023 22:21,-37.79690983,144.9691861,Alert-33 B,gr3.01,1,13/05/2023 8:21
2032,12/05/2023 22:21,-37.7969383,144.9691488,Alert-33 B,gr3.07,1,13/05/2023 8:21
2031,12/05/2023 22:21,-37.79646056,144.9692684,Alert-33 A,gr3.01,1,13/05/2023 8:21
2030,12/05/2023 22:21,-37.79640953,144.9692657,Alert-33 A,gr3.01,1,13/05/2023 8:21
2029,12/05/2023 22:21,-37.7964007,144.9692298,Alert-33 A,gr3.07,1,13/05/2023 8:21
2028,12/05/2023 22:21,-37.7978265,144.9703216,Alert-25 B,gr3.07,1,13/05/2023 8:21
2027,12/05/2023 22:20,-37.7981731,144.9702569,Alert-25 A,gr3.07,1,13/05/2023 8:20
2026,12/05/2023 22:20,-37.7990495,144.9701089,Alert-41 C,gr3.07,1,13/05/2023 8:20
2025,12/05/2023 22:20,-37.7995814,144.9700259,Alert-41 B,gr3.07,1,13/05/2023 8:20
2024,12/05/2023 22:20,-37.800201,144.9699056,Alert-41 A,gr3.07,1,13/05/2023 8:20
2023,12/05/2023 22:20,-37.79780233,144.9703176,Alert-25 B,gr3.01,1,13/05/2023 8:20
2022,12/05/2023 22:20,-37.79783648,144.9703075,Alert-25 B,gr3.01,1,13/05/2023 8:20
2021,12/05/2023 22:20,-37.79817098,144.97026,Alert-25 A,gr3.01,1,13/05/2023 8:20
2020,12/05/2023 22:20,-37.79954144,144.9700139,Alert-41 B,gr3.01,1,13/05/2023 8:20
2019,12/05/2023 22:19,-37.80019463,144.9698955,Alert-41 A,gr3.01,1,13/05/2023 8:19
2018,12/05/2023 8:09,-37.7964523,144.9692686,Alert-33 A,gr3.02,4,12/05/2023 18:09
2017,12/05/2023 8:09,-37.796416,144.9692721,Alert-33 A,gr3.02,4,12/05/2023 18:09
2016,12/05/2023 8:09,-37.7963999,144.969276,Alert-33 A,gr3.02,4,12/05/2023 18:09
2015,12/05/2023 8:08,-37.7981349,144.9702927,Alert-25 A,gr3.02,4,12/05/2023 18:08
2014,12/05/2023 8:07,-37.8001697,144.9699325,Alert-41 A,gr3.02,4,12/05/2023 18:07
2013,12/05/2023 7:50,-37.7969255,144.9691893,Alert-33 B,gr3.02,1,12/05/2023 17:50
2012,12/05/2023 7:50,-37.7968767,144.9691985,Alert-33 B,gr3.02,1,12/05/2023 17:50
2011,12/05/2023 7:50,-37.7964612,144.969271,Alert-33 A,gr3.02,1,12/05/2023 17:50
2010,12/05/2023 7:49,-37.7978354,144.9703519,Alert-25 B,gr3.02,1,12/05/2023 17:49
2009,12/05/2023 7:49,-37.7981769,144.9702971,Alert-25 A,gr3.02,1,12/05/2023 17:49
2008,12/05/2023 7:48,-37.79689732,144.9692149,Alert-33 B,gr4.07,5,12/05/2023 17:48
2007,12/05/2023 7:48,-37.7990859,144.9701212,Alert-41 C,gr3.02,1,12/05/2023 17:48
2006,12/05/2023 7:48,-37.7995588,144.9700299,Alert-41 B,gr3.02,1,12/05/2023 17:48
2005,12/05/2023 7:48,-37.79645744,144.9692876,Alert-33 A,gr4.07,5,12/05/2023 17:48
2004,12/05/2023 7:48,-37.79640213,144.9692958,Alert-33 A,gr4.07,5,12/05/2023 17:48
2003,12/05/2023 7:48,-37.8002179,144.9699194,Alert-41 A,gr3.02,1,12/05/2023 17:48
2002,12/05/2023 7:47,-37.79778441,144.9704257,Alert-25 B,gr4.07,5,12/05/2023 17:47
2001,12/05/2023 7:47,-37.79784227,144.9703999,Alert-25 B,gr4.07,5,12/05/2023 17:47
2000,12/05/2023 7:47,-37.79813173,144.9703316,Alert-25 A,gr4.07,5,12/05/2023 17:47
1999,12/05/2023 7:46,-37.7990815,144.9701289,Alert-41 C,gr4.07,5,12/05/2023 17:46
1998,12/05/2023 7:46,-37.79959887,144.9700375,Alert-41 B,gr4.07,5,12/05/2023 17:46
1997,12/05/2023 7:46,-37.80020266,144.9699271,Alert-41 A,gr4.07,5,12/05/2023 17:46
1996,12/05/2023 7:41,-37.79689559,144.9692128,Alert-33 B,gr4.07,4,12/05/2023 17:41
1995,12/05/2023 7:41,-37.79644874,144.9692831,Alert-33 A,gr4.07,4,12/05/2023 17:41
1994,12/05/2023 7:41,-37.79639704,144.969294,Alert-33 A,gr4.07,4,12/05/2023 17:41
1993,12/05/2023 7:39,-37.79780864,144.9703473,Alert-25 B,gr4.07,4,12/05/2023 17:39
1992,12/05/2023 7:39,-37.79817049,144.9703023,Alert-25 A,gr4.07,4,12/05/2023 17:39
1991,12/05/2023 7:39,-37.79906371,144.9701261,Alert-41 C,gr4.07,4,12/05/2023 17:39
1990,12/05/2023 7:39,-37.79908047,144.9701292,Alert-41 C,gr4.07,4,12/05/2023 17:39
1989,12/05/2023 7:39,-37.79907577,144.9701026,Alert-41 C,gr4.07,4,12/05/2023 17:39
1988,12/05/2023 7:39,-37.79909086,144.9701381,Alert-41 C,gr4.07,4,12/05/2023 17:39
1987,12/05/2023 7:38,-37.79955175,144.9700512,Alert-41 B,gr4.07,4,12/05/2023 17:38
1986,12/05/2023 7:38,-37.79962326,144.9700386,Alert-41 B,gr4.07,4,12/05/2023 17:38
1985,12/05/2023 7:38,-37.80019681,144.9699247,Alert-41 A,gr4.07,4,12/05/2023 17:38
1984,12/05/2023 7:36,-37.7968986,144.9691699,Alert-33 B,gr3.07,5,12/05/2023 17:36
1983,12/05/2023 7:35,-37.7964078,144.9692704,Alert-33 A,gr3.07,5,12/05/2023 17:35
1982,12/05/2023 7:34,-37.79646926,144.9692997,Alert-33 A,gr4.07,3,12/05/2023 17:34
1981,12/05/2023 7:34,-37.79641753,144.9693061,Alert-33 A,gr4.07,3,12/05/2023 17:34
1980,12/05/2023 7:34,-37.7978261,144.970353,Alert-25 B,gr3.07,5,12/05/2023 17:34
1979,12/05/2023 7:34,-37.7981548,144.9703072,Alert-25 A,gr3.07,5,12/05/2023 17:34
1978,12/05/2023 7:33,-37.799044,144.9701201,Alert-41 C,gr3.07,5,12/05/2023 17:33
1977,12/05/2023 7:33,-37.7990709,144.9701142,Alert-41 C,gr3.07,5,12/05/2023 17:33
1976,12/05/2023 7:33,-37.7990914,144.9701125,Alert-41 C,gr3.07,5,12/05/2023 17:33
1975,12/05/2023 7:33,-37.7991016,144.9701089,Alert-41 C,gr3.07,5,12/05/2023 17:33
1974,12/05/2023 7:33,-37.7995621,144.9700171,Alert-41 B,gr3.07,5,12/05/2023 17:33
1973,12/05/2023 7:33,-37.8002275,144.9699021,Alert-41 A,gr3.07,5,12/05/2023 17:33
1972,12/05/2023 7:33,-37.79815424,144.9703115,Alert-25 A,gr4.07,3,12/05/2023 17:33
1971,12/05/2023 7:32,-37.80022535,144.9699306,Alert-41 A,gr4.07,3,12/05/2023 17:32
1970,12/05/2023 7:29,-37.79691927,144.969035,Alert-33 B,gr2.07,2,12/05/2023 17:29
1969,12/05/2023 7:29,-37.7968865,144.96904,Alert-33 B,gr2.07,2,12/05/2023 17:29
1968,12/05/2023 7:29,-37.79644852,144.9692474,Alert-33 A,gr2.07,2,12/05/2023 17:29
1967,12/05/2023 7:29,-37.79642323,144.9692645,Alert-33 A,gr2.07,2,12/05/2023 17:29
1966,12/05/2023 7:29,-37.79639669,144.9692803,Alert-33 A,gr2.07,2,12/05/2023 17:29
1965,12/05/2023 7:28,-37.7964612,144.9692456,Alert-33 A,gr3.07,4,12/05/2023 17:28
1964,12/05/2023 7:28,-37.7964073,144.969253,Alert-33 A,gr3.07,4,12/05/2023 17:28
1963,12/05/2023 7:27,-37.79780083,144.9703734,Alert-25 B,gr2.07,2,12/05/2023 17:27
1962,12/05/2023 7:27,-37.79784392,144.9703645,Alert-25 B,gr2.07,2,12/05/2023 17:27
1961,12/05/2023 7:27,-37.79815816,144.9703539,Alert-25 A,gr2.07,2,12/05/2023 17:27
1960,12/05/2023 7:27,-37.79909109,144.9701472,Alert-41 C,gr2.07,2,12/05/2023 17:27
1959,12/05/2023 7:27,-37.7981359,144.9702782,Alert-25 A,gr3.07,4,12/05/2023 17:27
1958,12/05/2023 7:27,-37.79959933,144.9700718,Alert-41 B,gr2.07,2,12/05/2023 17:27
1957,12/05/2023 7:27,-37.80018581,144.969957,Alert-41 A,gr2.07,2,12/05/2023 17:27
1956,12/05/2023 7:27,-37.800204,144.9699494,Alert-41 A,gr3.07,4,12/05/2023 17:27
1955,12/05/2023 7:20,-37.79693666,144.9691407,Alert-33 B,gr2.07,2,12/05/2023 17:20
1954,12/05/2023 7:20,-37.79691936,144.9691542,Alert-33 B,gr2.07,2,12/05/2023 17:20
1953,12/05/2023 7:20,-37.79688975,144.9691665,Alert-33 B,gr2.07,2,12/05/2023 17:20
1952,12/05/2023 7:20,-37.79644182,144.9692791,Alert-33 A,gr2.07,2,12/05/2023 17:20
1951,12/05/2023 7:20,-37.79641276,144.9692957,Alert-33 A,gr2.07,2,12/05/2023 17:20
1950,12/05/2023 7:18,-37.7969217,144.9692178,Alert-33 B,gr4.06,5,12/05/2023 17:18
1949,12/05/2023 7:18,-37.7964474,144.9692775,Alert-33 A,gr4.06,5,12/05/2023 17:18
1948,12/05/2023 7:18,-37.79778079,144.9703845,Alert-25 B,gr2.07,2,12/05/2023 17:18
1947,12/05/2023 7:18,-37.79899554,144.9701305,Faraday st,gr4.07,1,12/05/2023 17:18
1946,12/05/2023 7:18,-37.79899554,144.9701305,Faraday st,gr4.07,1,12/05/2023 17:18
1945,12/05/2023 7:18,-37.7978292,144.9703619,Alert-25 B,gr2.07,2,12/05/2023 17:18
1944,12/05/2023 7:18,-37.79814477,144.9702974,Alert-25 A,gr2.07,2,12/05/2023 17:18
1943,12/05/2023 7:18,-37.79819828,144.9702864,Alert-25 A,gr2.07,2,12/05/2023 17:18
1942,12/05/2023 7:18,-37.7977776,144.970375,Alert-25 B,gr4.06,5,12/05/2023 17:18
1941,12/05/2023 7:17,-37.797841,144.9703647,Alert-25 B,gr4.06,5,12/05/2023 17:17
1940,12/05/2023 7:17,-37.798154,144.9703126,Alert-25 A,gr4.06,5,12/05/2023 17:17
1939,12/05/2023 7:17,-37.79904224,144.9701189,Alert-41 C,gr2.07,2,12/05/2023 17:17
1938,12/05/2023 7:17,-37.79905627,144.9701215,Alert-41 C,gr2.07,2,12/05/2023 17:17
1937,12/05/2023 7:17,-37.79906506,144.9701254,Alert-41 C,gr2.07,2,12/05/2023 17:17
1936,12/05/2023 7:17,-37.79907321,144.9701306,Alert-41 C,gr2.07,2,12/05/2023 17:17
1935,12/05/2023 7:17,-37.79909157,144.9701296,Alert-41 C,gr2.07,2,12/05/2023 17:17
1934,12/05/2023 7:17,-37.7990512,144.9701423,Alert-41 C,gr4.06,5,12/05/2023 17:17
1933,12/05/2023 7:17,-37.79910193,144.9701289,Alert-41 C,gr2.07,2,12/05/2023 17:17
1932,12/05/2023 7:17,-37.7990724,144.970138,Alert-41 C,gr4.06,5,12/05/2023 17:17
1931,12/05/2023 7:17,-37.7990944,144.9701354,Alert-41 C,gr4.06,5,12/05/2023 17:17
1930,12/05/2023 7:17,-37.7995491,144.9700669,Alert-41 B,gr4.06,5,12/05/2023 17:17
1929,12/05/2023 7:17,-37.7996234,144.9700515,Alert-41 B,gr4.06,5,12/05/2023 17:17
1928,12/05/2023 7:17,-37.79956941,144.970114,Alert-41 B,gr2.07,2,12/05/2023 17:17
1927,12/05/2023 7:17,-37.79962474,144.9701082,Alert-41 B,gr2.07,2,12/05/2023 17:17
1926,12/05/2023 7:17,-37.8002011,144.9699504,Alert-41 A,gr4.06,5,12/05/2023 17:17
1925,12/05/2023 7:17,-37.8001979,144.9700071,Alert-41 A,gr2.07,2,12/05/2023 17:17
1924,12/05/2023 7:13,-37.7969195,144.9691901,Alert-33 B,gr4.06,4,12/05/2023 17:13
1923,12/05/2023 7:13,-37.7968856,144.969198,Alert-33 B,gr4.06,4,12/05/2023 17:13
1922,12/05/2023 7:13,-37.7968959,144.9691977,Alert-33 B,gr3.06,5,12/05/2023 17:13
1921,12/05/2023 7:12,-37.796474,144.9692728,Alert-33 A,gr4.06,4,12/05/2023 17:12
1920,12/05/2023 7:12,-37.7964297,144.9692821,Alert-33 A,gr4.06,4,12/05/2023 17:12
1919,12/05/2023 7:12,-37.7964743,144.9692779,Alert-33 A,gr3.06,5,12/05/2023 17:12
1918,12/05/2023 7:12,-37.7964211,144.9692852,Alert-33 A,gr3.06,5,12/05/2023 17:12
1917,12/05/2023 7:12,-37.79692043,144.9691867,Alert-33 B,gr2.07,2,12/05/2023 17:12
1916,12/05/2023 7:12,-37.79689416,144.9692016,Alert-33 B,gr2.07,2,12/05/2023 17:12
1915,12/05/2023 7:11,-37.79645848,144.9692755,Alert-33 A,gr2.07,2,12/05/2023 17:11
1914,12/05/2023 7:11,-37.79642849,144.9692868,Alert-33 A,gr2.07,2,12/05/2023 17:11
1913,12/05/2023 7:11,-37.79639812,144.9692985,Alert-33 A,gr2.07,2,12/05/2023 17:11
1912,12/05/2023 7:11,-37.7978038,144.9703742,Alert-25 B,gr4.06,4,12/05/2023 17:11
1911,12/05/2023 7:11,-37.7978439,144.9703686,Alert-25 B,gr4.06,4,12/05/2023 17:11
1910,12/05/2023 7:11,-37.7981652,144.9703172,Alert-25 A,gr4.06,4,12/05/2023 17:11
1909,12/05/2023 7:11,-37.7990924,144.9701466,Alert-41 C,gr4.06,4,12/05/2023 17:11
1908,12/05/2023 7:11,-37.7995912,144.9700522,Alert-41 B,gr4.06,4,12/05/2023 17:11
1907,12/05/2023 7:11,-37.8001719,144.9699496,Alert-41 A,gr4.06,4,12/05/2023 17:11
1906,12/05/2023 7:11,-37.8002339,144.9699386,Alert-41 A,gr4.06,4,12/05/2023 17:11
1905,12/05/2023 7:11,-37.7977835,144.9703868,Alert-25 B,gr3.06,5,12/05/2023 17:11
1904,12/05/2023 7:11,-37.7978117,144.970376,Alert-25 B,gr3.06,5,12/05/2023 17:11
1903,12/05/2023 7:10,-37.7981762,144.9703185,Alert-25 A,gr3.06,5,12/05/2023 17:10
1902,12/05/2023 7:10,-37.7990582,144.9701717,Alert-41 C,gr3.06,5,12/05/2023 17:10
1901,12/05/2023 7:10,-37.7990767,144.9701601,Alert-41 C,gr3.06,5,12/05/2023 17:10
1900,12/05/2023 7:10,-37.7995469,144.9700745,Alert-41 B,gr3.06,5,12/05/2023 17:10
1899,12/05/2023 7:10,-37.7996254,144.9700602,Alert-41 B,gr3.06,5,12/05/2023 17:10
1898,12/05/2023 7:10,-37.8001677,144.9699462,Alert-41 A,gr3.06,5,12/05/2023 17:10
1897,12/05/2023 7:09,-37.79781742,144.9703764,Alert-25 B,gr2.07,2,12/05/2023 17:09
1896,12/05/2023 7:09,-37.798166,144.9703222,Alert-25 A,gr2.07,2,12/05/2023 17:09
1895,12/05/2023 7:08,-37.79905328,144.9701489,Alert-41 C,gr2.07,2,12/05/2023 17:08
1894,12/05/2023 7:08,-37.799086,144.9701398,Alert-41 C,gr2.07,2,12/05/2023 17:08
1893,12/05/2023 7:08,-37.79954391,144.9699551,Alert-41 B,gr2.07,2,12/05/2023 17:08
1892,12/05/2023 7:08,-37.79958609,144.9699539,Alert-41 B,gr2.07,2,12/05/2023 17:08
1891,12/05/2023 7:08,-37.8001593,144.9699205,Alert-41 A,gr2.07,2,12/05/2023 17:08
1890,12/05/2023 7:08,-37.80019732,144.9699205,Alert-41 A,gr2.07,2,12/05/2023 17:08
1889,12/05/2023 7:08,-37.796941,144.9692231,Alert-33 B,gr3.07,1,12/05/2023 17:08
1888,12/05/2023 7:07,-37.7968966,144.9692282,Alert-33 B,gr3.07,1,12/05/2023 17:07
1887,12/05/2023 7:07,-37.7964686,144.9692911,Alert-33 A,gr3.07,1,12/05/2023 17:07
1886,12/05/2023 7:07,-37.796409,144.9692961,Alert-33 A,gr3.07,1,12/05/2023 17:07
1885,12/05/2023 7:07,-37.7964562,144.9692811,Alert-33 A,gr4.06,3,12/05/2023 17:07
1884,12/05/2023 7:07,-37.7963995,144.9692917,Alert-33 A,gr4.06,3,12/05/2023 17:07
1883,12/05/2023 7:06,-37.7978055,144.9703126,Alert-25 B,gr3.07,1,12/05/2023 17:06
1882,12/05/2023 7:06,-37.7981831,144.9702536,Alert-25 A,gr3.07,1,12/05/2023 17:06
1881,12/05/2023 7:06,-37.7990435,144.9700916,Alert-41 C,gr3.07,1,12/05/2023 17:06
1880,12/05/2023 7:06,-37.7995492,144.9700166,Alert-41 B,gr3.07,1,12/05/2023 17:06
1879,12/05/2023 7:06,-37.8001755,144.9699247,Alert-41 A,gr3.07,1,12/05/2023 17:06
1878,12/05/2023 7:05,-37.7964724,144.9692635,Alert-33 A,gr3.06,4,12/05/2023 17:05
1877,12/05/2023 7:05,-37.7964083,144.96927,Alert-33 A,gr3.06,4,12/05/2023 17:05
1876,12/05/2023 7:05,-37.7981468,144.9703178,Alert-25 A,gr4.06,3,12/05/2023 17:05
1875,12/05/2023 7:04,-37.7981219,144.9703137,Alert-25 A,gr3.06,4,12/05/2023 17:04
1874,12/05/2023 7:04,-37.8002248,144.9699449,Alert-41 A,gr4.06,3,12/05/2023 17:04
1873,12/05/2023 7:04,-37.8002082,144.9699345,Alert-41 A,gr3.06,4,12/05/2023 17:04
1872,12/05/2023 7:02,-37.79644812,144.9692655,Alert-33 A,gr2.07,1,12/05/2023 17:02
1871,12/05/2023 7:02,-37.79641682,144.9692743,Alert-33 A,gr2.07,1,12/05/2023 17:02
1870,12/05/2023 7:00,-37.79814173,144.970226,Alert-25 A,gr2.07,1,12/05/2023 17:00
1869,12/05/2023 7:00,-37.79818425,144.9702238,Alert-25 A,gr2.07,1,12/05/2023 17:00
1868,12/05/2023 6:59,-37.80015279,144.9698993,Alert-41 A,gr2.07,1,12/05/2023 16:59
1867,12/05/2023 6:59,-37.80019478,144.9698984,Alert-41 A,gr2.07,1,12/05/2023 16:59
1866,12/05/2023 6:40,-37.79693065,144.9691936,Alert-33 B,gr2.06,5,12/05/2023 16:40
1865,12/05/2023 6:40,-37.796886,144.9692005,Alert-33 B,gr2.06,5,12/05/2023 16:40
1864,12/05/2023 6:40,-37.79641264,144.9692788,Alert-33 A,gr2.06,5,12/05/2023 16:40
1863,12/05/2023 6:38,-37.7977972,144.9703407,Alert-25 B,gr2.06,5,12/05/2023 16:38
1862,12/05/2023 6:38,-37.79783132,144.970341,Alert-25 B,gr2.06,5,12/05/2023 16:38
1861,12/05/2023 6:38,-37.79815607,144.9702814,Alert-25 A,gr2.06,5,12/05/2023 16:38
1860,12/05/2023 6:38,-37.7990475,144.9701213,Alert-41 C,gr2.06,5,12/05/2023 16:38
1859,12/05/2023 6:37,-37.79905876,144.9701137,Alert-41 C,gr2.06,5,12/05/2023 16:37
1858,12/05/2023 6:37,-37.79907237,144.9701141,Alert-41 C,gr2.06,5,12/05/2023 16:37
1857,12/05/2023 6:37,-37.7990881,144.9701107,Alert-41 C,gr2.06,5,12/05/2023 16:37
1856,12/05/2023 6:37,-37.79909916,144.9701074,Alert-41 C,gr2.06,5,12/05/2023 16:37
1855,12/05/2023 6:37,-37.79958922,144.9700231,Alert-41 B,gr2.06,5,12/05/2023 16:37
